benchmark,condition,model,task,status,points,total,reason,stage,tool_calls,hook_runs,router_preloaded,termination_reason,turn_status,source,verifier_replay
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/crack-7z-hash,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,15,32,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/crack-7z-hash__S5oYnKR/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/schemelike-metacircular-eval,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,24,50,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/schemelike-metacircular-eval__4ajo5nH/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/build-pov-ray,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,7,16,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/build-pov-ray__KF7Xo2Q/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/git-multibranch,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/git-multibranch__XVHqhSo/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/build-pmars,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,8,18,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/build-pmars__myDaRse/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/torch-tensor-parallelism,invalid,,,VerifierTimeoutError,rick-saber-tbgptoss-20260913-r1-resume2,5,12,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/torch-tensor-parallelism__uxL2fa8/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/video-processing,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,5,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/video-processing__5nyHbnM/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/count-dataset-tokens,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,5,12,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/count-dataset-tokens__sa93uBn/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/train-fasttext,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,2,9,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/train-fasttext__EJnKVjY/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/feal-linear-cryptanalysis,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,6,14,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/feal-linear-cryptanalysis__g6Y36zu/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/sqlite-db-truncate,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,2,7,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/sqlite-db-truncate__SBg4y5s/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/sanitize-git-repo,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,9,20,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/sanitize-git-repo__y2qNocu/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/gpt2-codegolf,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/gpt2-codegolf__9dA7aZg/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/nginx-request-logging,valid,1.0,1,,rick-saber-tbgptoss-20260913-r1-full,19,40,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/nginx-request-logging__JGmjARY/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/write-compressor,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,3,8,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/write-compressor__syTUEDU/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/sqlite-with-gcov,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,11,24,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/sqlite-with-gcov__ua54qTz/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/prove-plus-comm,valid,1.0,1,,rick-saber-tbgptoss-20260913-r1-full,12,26,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/prove-plus-comm__kHpF6gH/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/prove-plus-comm__kHpF6gH/verifier/repair-325e3a2bd858/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/chess-best-move,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/chess-best-move__ne7peHG/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/mcmc-sampling-stan,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/mcmc-sampling-stan__jy7r5Hz/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/code-from-image,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,11,24,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/code-from-image__PPfedVZ/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/vulnerable-secret,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,3,9,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/vulnerable-secret__MCqRhec/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/overfull-hbox,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,25,52,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/overfull-hbox__jxMNZcj/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/overfull-hbox__jxMNZcj/verifier/repair-94f1432edc1f/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/winning-avg-corewars,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,10,23,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/winning-avg-corewars__ezqWCZ4/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/polyglot-rust-c,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/polyglot-rust-c__9vZELZH/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/polyglot-rust-c__9vZELZH/verifier/repair-f7114e3f3d80/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/extract-elf,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,2,6,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/extract-elf__jwx3iTX/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/pypi-server,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,5,13,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/pypi-server__33qxc4d/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/pypi-server__33qxc4d/verifier/repair-398fc714e4a4/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/feal-differential-cryptanalysis,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,6,14,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/feal-differential-cryptanalysis__wYUNFRa/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/pytorch-model-recovery,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,3,8,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/pytorch-model-recovery__6F9pPW4/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/install-windows-3.11,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/install-windows-3.11__QquMZ8W/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/path-tracing,invalid,,,RuntimeError,rick-saber-tbgptoss-20260913-r1-resume2,0,1,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/path-tracing__JxHpfNy/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/dna-insert,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,8,18,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/dna-insert__qe9nP3q/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/protein-assembly,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,17,36,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/protein-assembly__REoYoMK/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/kv-store-grpc,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,3,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/kv-store-grpc__kGs5c2o/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/cobol-modernization,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,6,14,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/cobol-modernization__3LnsDVZ/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/password-recovery,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/password-recovery__GZrkG5C/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/password-recovery__GZrkG5C/verifier/repair-0c4541ed2276/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/make-doom-for-mips,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,15,32,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/make-doom-for-mips__ctNbizw/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/caffe-cifar-10,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/caffe-cifar-10__v7SKk83/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/db-wal-recovery,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-retry1,20,42,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-retry1/db-wal-recovery__X6oMHdj/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/pytorch-model-cli,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,12,26,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/pytorch-model-cli__9U2Fkya/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/gcode-to-text,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-retry1,3,8,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-retry1/gcode-to-text__BmqBGEi/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/fix-ocaml-gc,invalid,,,RuntimeError,rick-saber-tbgptoss-20260913-r1-retry1,1,3,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-retry1/fix-ocaml-gc__MPB5CWT/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/cancel-async-tasks,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,2,6,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/cancel-async-tasks__Xr99xMW/result.json,
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/fix-git,valid,1.0,1,,rick-saber-tbapi-claude-20260913-r1-smoke,14,30,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-smoke/fix-git__LFvVWTy/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-smoke/fix-git__LFvVWTy/verifier/repair-5472b7babc6e/completion.json
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/openssl-selfsigned-cert,valid,0.0,1,,rick-saber-tbapi-claude-20260913-r1-smoke,15,32,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-smoke/openssl-selfsigned-cert__mpouG8h/result.json,
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/gcode-to-text,valid,0.0,1,,rick-saber-tbapi-claude-20260913-r1-full,11,24,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/gcode-to-text__EJCqpi2/result.json,
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/mteb-leaderboard,valid,1.0,1,,rick-saber-tbapi-claude-20260913-r1-full,12,26,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/mteb-leaderboard__L9XsYP9/result.json,
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/qemu-alpine-ssh,valid,0.0,1,,rick-saber-tbapi-claude-20260913-r1-full,3,11,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/qemu-alpine-ssh__eFPE9cQ/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/qemu-alpine-ssh__eFPE9cQ/verifier/repair-6425eb247f5e/completion.json
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/caffe-cifar-10,valid,0.0,1,,rick-saber-tbapi-claude-20260913-r1-full,20,47,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/caffe-cifar-10__3EpRdce/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/caffe-cifar-10__3EpRdce/verifier/repair-c1f664b8fcf4/completion.json
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/filter-js-from-html,valid,0.0,1,,rick-saber-tbapi-claude-20260913-r1-full,9,20,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/filter-js-from-html__sXAXRtg/result.json,
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/fix-code-vulnerability,invalid,,,AgentTimeoutError,rick-saber-tbapi-claude-20260913-r1-full,55,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/fix-code-vulnerability__SCuWaKC/result.json,
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/cobol-modernization,valid,0.0,1,,rick-saber-tbapi-claude-20260913-r1-full,16,37,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/cobol-modernization__xsc73Wz/result.json,
Terminal-Bench 2.1,skills,Claude Opus 5,terminal-bench/feal-linear-cryptanalysis,valid,0.0,1,,rick-saber-tbapi-claude-20260913-r1-full,46,98,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-claude-20260913-r1-full/feal-linear-cryptanalysis__BYgwWJ3/result.json,
