batch,model,condition,task,scored,reward,error_type,source
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,baseline,terminal-bench/wal-recovery-ordering,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/wal-recovery-ordering__rzcfQVg/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,skills,terminal-bench/wal-recovery-ordering,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/wal-recovery-ordering__hPiShJr/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,skills,terminal-bench/biped-contact-dynamics,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/biped-contact-dynamics__fGNHz2G/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,baseline,terminal-bench/legacy-utility-triage,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/legacy-utility-triage__NaszCDp/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,skills,terminal-bench/sound-change-cascade,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/sound-change-cascade__uXKUZ5N/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,baseline,terminal-bench/fin-saccr-rwa,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/fin-saccr-rwa__RaPnxxc/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,baseline,terminal-bench/cargo-flight-dispatch,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/cargo-flight-dispatch__a9mGXHY/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,baseline,terminal-bench/uefi-bootkit,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/uefi-bootkit__9ZNcjrE/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,baseline,terminal-bench/payments-pipeline-fix,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/payments-pipeline-fix__VfLrexw/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,skills,terminal-bench/freight-dispatch-shift,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/freight-dispatch-shift__aHESydh/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,baseline,terminal-bench/ctr-optimization,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/ctr-optimization__xz89Epg/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,baseline,terminal-bench/sound-change-cascade,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/sound-change-cascade__6MNVb96/result.json
rick-saber-terminal-hooks-minimax-20260911-r1,MiniMax/MiniMax-M2.5,skills,terminal-bench/react-lead-form,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-minimax-20260911-r1/react-lead-form__rFuk739/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/telecom-entity-resolution,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/telecom-entity-resolution__pptBYfB/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/shadow-relay,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/shadow-relay__QugVXDi/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/cumulative-layout-shift,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/cumulative-layout-shift__HJNizUZ/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/kv-live-surgery,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/kv-live-surgery__Z4R7cZJ/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/wal-recovery-ordering,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/wal-recovery-ordering__xtgPP38/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/payments-pipeline-fix,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/payments-pipeline-fix__xmTSFX3/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/heat-pump-warranty,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/heat-pump-warranty__8HHvtFD/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/ontology-kg-querying,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/ontology-kg-querying__JdGKA5n/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/interleaved-vigenere,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/interleaved-vigenere__pQqBGCR/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/mvcc-lsm-compaction,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/mvcc-lsm-compaction__2sWnGab/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/html-js-filter,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/html-js-filter__eGAQM7q/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/intrastat-meldung,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/intrastat-meldung__Jnk6QFF/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/rs-archive-clone,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/rs-archive-clone__phpZJqX/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/retro-console-soc,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/retro-console-soc__6uGiMXn/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/legacy-utility-triage,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/legacy-utility-triage__VpDJyyL/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/layout-config-recreation,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/layout-config-recreation__DgYSMx6/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/wdm-design,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/wdm-design__4LNBq2o/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/fin-saccr-rwa,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/fin-saccr-rwa__f3E3eF7/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/ontology-kg-querying,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/ontology-kg-querying__xCzQaCJ/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/ks-solver-cpp,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/ks-solver-cpp__HtJWScZ/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/pretrain-shard-corruption,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/pretrain-shard-corruption__72gqLPw/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/roy-polymorph-cn,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/roy-polymorph-cn__a2GXxFM/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/legacy-utility-triage,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/legacy-utility-triage__WaBM3n3/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/protein-autointerp-disulfide,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/protein-autointerp-disulfide__H2gwXkw/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/batched-eval-parity,False,,ValueError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/batched-eval-parity__CcZ3Ncg/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/mvcc-lsm-compaction,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/mvcc-lsm-compaction__yKQCcyK/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/photonic-waveguide-routing,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/photonic-waveguide-routing__vvKj2MA/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/gsea-proteomics,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/gsea-proteomics__Ppa6rSC/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/protein-autointerp-disulfide,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/protein-autointerp-disulfide__Uf5Eprb/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/hof-topology-interpenetration,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/hof-topology-interpenetration__obVZJR5/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/bun-sourcemap-leak,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/bun-sourcemap-leak__q49w3Ej/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/distributed-dedup,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/distributed-dedup__VaLk9Jb/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/formal-crypto,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/formal-crypto__X75NkPC/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/freecad-impeller,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/freecad-impeller__h4m8AKQ/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/pretrain-shard-corruption,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/pretrain-shard-corruption__TsdkWW2/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/uefi-bootkit,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/uefi-bootkit__hD8gSji/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/lake-temp-glm,False,,ValueError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/lake-temp-glm__8ny7oMx/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/cargo-flight-dispatch,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/cargo-flight-dispatch__RdFHtQB/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/uefi-bootkit,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/uefi-bootkit__haS4cGx/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/heat-pump-warranty,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/heat-pump-warranty__yJd4WaR/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/vba-userform-port,False,,RewardFileNotFoundError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/vba-userform-port__3Tt2aVn/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/batched-eval-parity,False,,ValueError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/batched-eval-parity__kV4bbao/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/data-anonymization,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/data-anonymization__F2Qe4hG/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/foodstuff-beta-activity,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/foodstuff-beta-activity__5y474pg/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/hof-topology-interpenetration,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/hof-topology-interpenetration__azQJD2Z/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/freecad-platform-drawing,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/freecad-platform-drawing__icebXQg/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/nextjs-performance,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/nextjs-performance__ntcEEb3/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/rs-archive-clone,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/rs-archive-clone__xZGiMwT/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/layout-config-recreation2,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/layout-config-recreation2__tvQ9jcx/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/payments-pipeline-fix,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/payments-pipeline-fix__FmBrTEd/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/live-database-cutover,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/live-database-cutover__GB5PHmL/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/satb-audio-transcription,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/satb-audio-transcription__8jxyVbg/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/takens-embedding-lean,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/takens-embedding-lean__q2L2Lrx/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/live-database-cutover,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/live-database-cutover__FpHpY7L/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/atrx-vep-crispr,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/atrx-vep-crispr__L8jzJrR/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/freight-dispatch-shift,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/freight-dispatch-shift__tijzqaB/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/intrastat-meldung,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/intrastat-meldung__BgBdQyZ/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/takens-embedding-lean,False,,VerifierTimeoutError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/takens-embedding-lean__GTByKt5/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/vf2-speedup-networkx,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/vf2-speedup-networkx__jaquySu/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/freight-dispatch-shift,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/freight-dispatch-shift__odoqJez/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/vllm-deepseek-streaming,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/vllm-deepseek-streaming__L2aVuam/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/production-planning,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/production-planning__uNZrxv3/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/freecad-spring-clip,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/freecad-spring-clip__YuSrAP2/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/foodstuff-beta-activity,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/foodstuff-beta-activity__E4YLkcH/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/photonic-waveguide-routing,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/photonic-waveguide-routing__i5yfNeZ/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/roy-polymorph-cn,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/roy-polymorph-cn__cMubmiq/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/shadow-relay,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/shadow-relay__nrfV2nT/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/fin-saccr-rwa,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/fin-saccr-rwa__HkHz7kS/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/embedding-drift-monitor,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/embedding-drift-monitor__KmvktGp/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/freecad-spring-clip,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/freecad-spring-clip__a6mXYNj/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/cumulative-layout-shift,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/cumulative-layout-shift__XQZXJVr/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/retro-console-soc,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/retro-console-soc__nGbJ9GS/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/sound-change-cascade,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/sound-change-cascade__9iE5jq5/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/vba-userform-port,False,,RewardFileNotFoundError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/vba-userform-port__ydoZYAX/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/vf2-speedup-networkx,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/vf2-speedup-networkx__gZkTdHe/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/telecom-entity-resolution,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/telecom-entity-resolution__rEkzFCb/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/satb-audio-transcription,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/satb-audio-transcription__oNeS3Cz/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/kv-live-surgery,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/kv-live-surgery__RNJPikH/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/sglang-qwen-burst,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/sglang-qwen-burst__ZGWp2km/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/react-lead-form,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/react-lead-form__56G5BHU/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/cad-model,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/cad-model__7uBbaWZ/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/react-lead-form,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/react-lead-form__anhQVqC/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/sglang-qwen-burst,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/sglang-qwen-burst__ajXV5DD/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/ctr-optimization,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/ctr-optimization__AXhAmhD/result.json
rick-saber-terminal-hooks-mistral-20260911-r1,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/coq-block-bound,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-hooks-mistral-20260911-r1/coq-block-bound__gA2Xav2/result.json
